"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1504","searchRecentVisitsTest()","","2026-07-10","passed","2026-07-10","","api.VisitTest","api.VisitTest","searchRecentVisitsTest"
"","14292","knownPatientCanBeRegisteredWithAllValidDataTest()","","2026-07-10","failed","2026-07-10","","ui.RegisterPatientTest","ui.RegisterPatientTest","knownPatientCanBeRegisteredWithAllValidDataTest"
"","0","endVisit()","","2026-07-10","skipped","2026-07-10","","ui.VisitTest","ui.VisitTest","endVisit"
"","384","positiveUpdatePersonMandatoryFieldsTest()","","2026-07-10","passed","2026-07-10","","api.PersonTest","api.PersonTest","positiveUpdatePersonMandatoryFieldsTest"
"","166","positiveCreatePersonWithMandatoryFieldsTest()","","2026-07-10","passed","2026-07-10","","api.PersonTest","api.PersonTest","positiveCreatePersonWithMandatoryFieldsTest"
"","1391","deleteVisitTest()","","2026-07-10","passed","2026-07-10","","api.VisitTest","api.VisitTest","deleteVisitTest"
"","467","knownPatientCanBeCreatedWithOnlyMandatoryDataTest()","","2026-07-10","passed","2026-07-10","","api.CreatePatientTest","api.CreatePatientTest","knownPatientCanBeCreatedWithOnlyMandatoryDataTest"
"","9458","deleteActiveVisitShouldRemoveItSuccessfully()","","2026-07-10","passed","2026-07-10","","ui.VisitTest","ui.VisitTest","deleteActiveVisitShouldRemoveItSuccessfully"
"","1280","updateVisitStartDatetimeTest()","","2026-07-10","passed","2026-07-10","","api.VisitTest","api.VisitTest","updateVisitStartDatetimeTest"
"","5331","shouldDisplayNoUpcomingAppointmentsMessage()","","2026-07-10","passed","2026-07-10","","ui.VisitTest","ui.VisitTest","shouldDisplayNoUpcomingAppointmentsMessage"
"","8135","startVisitAndClickCancelShouldKeepModalOpen()","","2026-07-10","passed","2026-07-10","","ui.VisitTest","ui.VisitTest","startVisitAndClickCancelShouldKeepModalOpen"
"","2705","searchDropDownShowsDefaultMessagesTest()","","2026-07-10","passed","2026-07-10","","ui.SearchPatientTest","ui.SearchPatientTest","searchDropDownShowsDefaultMessagesTest"
"","38","negativeCreatePersonTest(String, String, String, int, String, String) [3] first, middle, LastName, 210, U, birthdate","","2026-07-10","passed","2026-07-10","","api.PersonTest","api.PersonTest","negativeCreatePersonTest"
"","418","patientCanBeCreatedWithEmptyMiddleOrGivenName(PersonName) [2] PersonName(givenName=df7272a4, middleName=89327215, familyName=, familyName2=null, preferred=null, prefix=null, familyNamePrefix=null, familyNameSuffix=null, degree=null)","","2026-07-10","passed","2026-07-10","","api.CreatePatientTest","api.CreatePatientTest","patientCanBeCreatedWithEmptyMiddleOrGivenName"
"","0","searchPatient_withoutMatchingTest(String)","","2026-07-10","skipped","2026-07-10","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withoutMatchingTest"
"","824","userCannotLoginWithoutNameTest()","","2026-07-10","passed","2026-07-10","","ui.LoginTest","ui.LoginTest","userCannotLoginWithoutNameTest"
"","2510","newIdentifierCanBeGeneratedTest()","","2026-07-10","passed","2026-07-10","","api.GenerateIdentifierTest","api.GenerateIdentifierTest","newIdentifierCanBeGeneratedTest"
"","909","cannotLoginWithWrongAdminPasswordTest(AdminLogin)","","2026-07-10","passed","2026-07-10","","ui.LoginTest","ui.LoginTest","cannotLoginWithWrongAdminPasswordTest"
"","48","negativeCreatePersonTest(String, String, String, int, String, String) [1] , middle, LastName, 21, M, names[0].givenName","","2026-07-10","passed","2026-07-10","","api.PersonTest","api.PersonTest","negativeCreatePersonTest"
"","4986","adminCanLoginWithClinicMemorisedTest(AdminLogin)","","2026-07-10","passed","2026-07-10","","ui.LoginTest","ui.LoginTest","adminCanLoginWithClinicMemorisedTest"
