"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1127","adminCanLoginTest(AdminLogin)","","2026-07-09","passed","2026-07-09","","ui.LoginTest","ui.LoginTest","adminCanLoginTest"
"","7025","startVisitAndDiscardShouldNotCreateActiveVisit()","","2026-07-09","passed","2026-07-09","","ui.VisitTest","ui.VisitTest","startVisitAndDiscardShouldNotCreateActiveVisit"
"","6408","startVisit()","","2026-07-09","passed","2026-07-09","","ui.VisitTest","ui.VisitTest","startVisit"
"","9295","deleteActiveVisitShouldRemoveItSuccessfully()","","2026-07-09","passed","2026-07-09","","ui.VisitTest","ui.VisitTest","deleteActiveVisitShouldRemoveItSuccessfully"
"","2645","newIdentifierCanBeGeneratedTest()","","2026-07-09","passed","2026-07-09","","api.GenerateIdentifierTest","api.GenerateIdentifierTest","newIdentifierCanBeGeneratedTest"
"","762","knownPatientCanBeCreatedWithValidDataTest()","","2026-07-09","passed","2026-07-09","","api.CreatePatientTest","api.CreatePatientTest","knownPatientCanBeCreatedWithValidDataTest"
"","14561","knownPatientCanBeRegisteredWithAllValidDataTest()","","2026-07-09","failed","2026-07-09","","ui.RegisterPatientTest","ui.RegisterPatientTest","knownPatientCanBeRegisteredWithAllValidDataTest"
"","5245","shouldDisplayNoUpcomingAppointmentsMessage()","","2026-07-09","passed","2026-07-09","","ui.VisitTest","ui.VisitTest","shouldDisplayNoUpcomingAppointmentsMessage"
"","322","patientCannotBeCreatedWithEmptyGivenName()","","2026-07-09","passed","2026-07-09","","api.CreatePatientTest","api.CreatePatientTest","patientCannotBeCreatedWithEmptyGivenName"
"","37","negativeCreatePersonTest(String, String, String, int, String, String) [3] first, middle, LastName, 210, U, birthdate","","2026-07-09","passed","2026-07-09","","api.PersonTest","api.PersonTest","negativeCreatePersonTest"
"","2656","searchDropDownShowsDefaultMessagesTest()","","2026-07-09","passed","2026-07-09","","ui.SearchPatientTest","ui.SearchPatientTest","searchDropDownShowsDefaultMessagesTest"
"","6698","userCanNavigateToSearchResultsPageByPressingEnterTest()","","2026-07-09","passed","2026-07-09","","ui.SearchPatientTest","ui.SearchPatientTest","userCanNavigateToSearchResultsPageByPressingEnterTest"
"","5947","searchDropdownShowsCorrectResultsTest()","","2026-07-09","passed","2026-07-09","","ui.SearchPatientTest","ui.SearchPatientTest","searchDropdownShowsCorrectResultsTest"
"","7866","startVisitAndClickCancelShouldKeepModalOpen()","","2026-07-09","passed","2026-07-09","","ui.VisitTest","ui.VisitTest","startVisitAndClickCancelShouldKeepModalOpen"
"","1297","updateVisitStartDatetimeTest()","","2026-07-09","passed","2026-07-09","","api.VisitTest","api.VisitTest","updateVisitStartDatetimeTest"
"","755","userCannotLoginWithoutNameTest()","","2026-07-09","passed","2026-07-09","","ui.LoginTest","ui.LoginTest","userCannotLoginWithoutNameTest"
"","52","negativeCreatePersonTest(String, String, String, int, String, String) [1] , middle, LastName, 21, M, names[0].givenName","","2026-07-09","passed","2026-07-09","","api.PersonTest","api.PersonTest","negativeCreatePersonTest"
"","8525","userCanNavigateToSearchResultsPageByClickingSearchButtonTest()","","2026-07-09","passed","2026-07-09","","ui.SearchPatientTest","ui.SearchPatientTest","userCanNavigateToSearchResultsPageByClickingSearchButtonTest"
"","0","endVisit()","","2026-07-09","skipped","2026-07-09","","ui.VisitTest","ui.VisitTest","endVisit"
"","446","patientCanBeSoftDeletedTest()","","2026-07-09","passed","2026-07-09","","api.DeletePatientTest","api.DeletePatientTest","patientCanBeSoftDeletedTest"
"","1290","deleteVisitTest()","","2026-07-09","passed","2026-07-09","","api.VisitTest","api.VisitTest","deleteVisitTest"
"","12011","knownPatientCanBeRegisteredWithMandatoryValidDataTest()","","2026-07-09","failed","2026-07-09","","ui.RegisterPatientTest","ui.RegisterPatientTest","knownPatientCanBeRegisteredWithMandatoryValidDataTest"
"","0","searchUnknownPatientTest(String, int)","","2026-07-09","skipped","2026-07-09","","api.SearchPatientTest","api.SearchPatientTest","searchUnknownPatientTest"
"","147","positiveCreatePersonWithMandatoryFieldsTest()","","2026-07-09","passed","2026-07-09","","api.PersonTest","api.PersonTest","positiveCreatePersonWithMandatoryFieldsTest"
"","6121","startVisitWithoutVisitTypeShouldShowError()","","2026-07-09","passed","2026-07-09","","ui.VisitTest","ui.VisitTest","startVisitWithoutVisitTypeShouldShowError"
"","328","searchPatient_withoutMatching_WhenDB_isEmptyTest(String) [2] abrakadabra","","2026-07-09","passed","2026-07-09","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withoutMatching_WhenDB_isEmptyTest"
"","0","patientCanBeUpdatedSuccessfully()","","2026-07-09","skipped","2026-07-09","","api.UpdatePatientTest","api.UpdatePatientTest","patientCanBeUpdatedSuccessfully"
"","1382","searchRecentVisitsTest()","","2026-07-09","passed","2026-07-09","","api.VisitTest","api.VisitTest","searchRecentVisitsTest"
"","5990","searchInputCanBeClearedTest()","","2026-07-09","passed","2026-07-09","","ui.SearchPatientTest","ui.SearchPatientTest","searchInputCanBeClearedTest"
"","3054","searchPanelCanBeClosedTest()","","2026-07-09","passed","2026-07-09","","ui.SearchPatientTest","ui.SearchPatientTest","searchPanelCanBeClosedTest"
"","0","searchPatient_withMatchingTest(String, int)","","2026-07-09","skipped","2026-07-09","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withMatchingTest"
"","0","unknownPatientCanBeRegisteredWithValidDataTest()","","2026-07-09","skipped","2026-07-09","","ui.RegisterPatientTest","ui.RegisterPatientTest","unknownPatientCanBeRegisteredWithValidDataTest"
"","1120","cannotLoginWithWrongAdminPasswordTest(AdminLogin)","","2026-07-09","passed","2026-07-09","","ui.LoginTest","ui.LoginTest","cannotLoginWithWrongAdminPasswordTest"
"","0","searchPatient_withoutMatchingTest(String)","","2026-07-09","skipped","2026-07-09","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withoutMatchingTest"
"","5015","adminCanLoginWithClinicMemorisedTest(AdminLogin)","","2026-07-09","passed","2026-07-09","","ui.LoginTest","ui.LoginTest","adminCanLoginWithClinicMemorisedTest"
"","570","patientCanBeCreatedWithEmptyMiddleOrGivenName(PersonName) [1] PersonName(givenName=74f73d65, middleName=, familyName=05f6a5fa, familyName2=null, preferred=null, prefix=null, familyNamePrefix=null, familyNameSuffix=null, degree=null)","","2026-07-09","passed","2026-07-09","","api.CreatePatientTest","api.CreatePatientTest","patientCanBeCreatedWithEmptyMiddleOrGivenName"
"","36","negativeCreatePersonTest(String, String, String, int, String, String) [2] First, middle, LastName, -2, F, birthdate","","2026-07-09","passed","2026-07-09","","api.PersonTest","api.PersonTest","negativeCreatePersonTest"
"","110","adminCanBeAuthenticatedTest()","","2026-07-09","passed","2026-07-09","","api.AuthenticationTest","api.AuthenticationTest","adminCanBeAuthenticatedTest"
"","369","patientCanBeHardDeletedTest()","","2026-07-09","passed","2026-07-09","","api.DeletePatientTest","api.DeletePatientTest","patientCanBeHardDeletedTest"
"","270","deletePersonVoidedTest()","","2026-07-09","passed","2026-07-09","","api.PersonTest","api.PersonTest","deletePersonVoidedTest"
"","518","patientCanBeCreatedWithEmptyMiddleOrGivenName(PersonName) [2] PersonName(givenName=df2ab8e3, middleName=f7f5e772, familyName=, familyName2=null, preferred=null, prefix=null, familyNamePrefix=null, familyNameSuffix=null, degree=null)","","2026-07-09","passed","2026-07-09","","api.CreatePatientTest","api.CreatePatientTest","patientCanBeCreatedWithEmptyMiddleOrGivenName"
"","202","deletePersonPurgeTest()","","2026-07-09","passed","2026-07-09","","api.PersonTest","api.PersonTest","deletePersonPurgeTest"
"","176","searchPatient_withoutMatching_WhenDB_isEmptyTest(String) [1] m","","2026-07-09","passed","2026-07-09","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withoutMatching_WhenDB_isEmptyTest"
"","743","createVisitTest()","","2026-07-09","passed","2026-07-09","","api.VisitTest","api.VisitTest","createVisitTest"
"","6522","searchPanelCanBeClosedAfterSearchTest()","","2026-07-09","passed","2026-07-09","","ui.SearchPatientTest","ui.SearchPatientTest","searchPanelCanBeClosedAfterSearchTest"
"","281","positiveUpdatePersonMandatoryFieldsTest()","","2026-07-09","passed","2026-07-09","","api.PersonTest","api.PersonTest","positiveUpdatePersonMandatoryFieldsTest"
"","458","knownPatientCanBeCreatedWithOnlyMandatoryDataTest()","","2026-07-09","passed","2026-07-09","","api.CreatePatientTest","api.CreatePatientTest","knownPatientCanBeCreatedWithOnlyMandatoryDataTest"
