"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","113","adminCanBeAuthenticatedTest()","","2026-07-10","passed","2026-07-10","","api.AuthenticationTest","api.AuthenticationTest","adminCanBeAuthenticatedTest"
"","53","negativeCreatePersonTest(String, String, String, int, String, String) [1] , middle, LastName, 21, M, names[0].givenName","","2026-07-10","passed","2026-07-10","","api.PersonTest","api.PersonTest","negativeCreatePersonTest"
"","973","cannotLoginWithWrongAdminPasswordTest(AdminLogin)","","2026-07-10","passed","2026-07-10","","ui.LoginTest","ui.LoginTest","cannotLoginWithWrongAdminPasswordTest"
"","6633","searchPanelCanBeClosedAfterSearchTest()","","2026-07-10","passed","2026-07-10","","ui.SearchPatientTest","ui.SearchPatientTest","searchPanelCanBeClosedAfterSearchTest"
"","3137","searchPanelCanBeClosedTest()","","2026-07-10","passed","2026-07-10","","ui.SearchPatientTest","ui.SearchPatientTest","searchPanelCanBeClosedTest"
"","2496","newIdentifierCanBeGeneratedTest()","","2026-07-10","passed","2026-07-10","","api.GenerateIdentifierTest","api.GenerateIdentifierTest","newIdentifierCanBeGeneratedTest"
"","1472","deleteVisitTest()","","2026-07-10","passed","2026-07-10","","api.VisitTest","api.VisitTest","deleteVisitTest"
"","0","searchUnknownPatientTest(String, int)","","2026-07-10","skipped","2026-07-10","","api.SearchPatientTest","api.SearchPatientTest","searchUnknownPatientTest"
"","273","positiveUpdatePersonMandatoryFieldsTest()","","2026-07-10","passed","2026-07-10","","api.PersonTest","api.PersonTest","positiveUpdatePersonMandatoryFieldsTest"
"","1017","adminCanLoginTest(AdminLogin)","","2026-07-10","passed","2026-07-10","","ui.LoginTest","ui.LoginTest","adminCanLoginTest"
"","446","patientCanBeCreatedWithEmptyMiddleOrGivenName(PersonName) [2] PersonName(givenName=71a7dbfb, middleName=48206d57, familyName=, familyName2=null, preferred=null, prefix=null, familyNamePrefix=null, familyNameSuffix=null, degree=null)","","2026-07-10","passed","2026-07-10","","api.CreatePatientTest","api.CreatePatientTest","patientCanBeCreatedWithEmptyMiddleOrGivenName"
"","9421","deleteActiveVisitShouldRemoveItSuccessfully()","","2026-07-10","passed","2026-07-10","","ui.VisitTest","ui.VisitTest","deleteActiveVisitShouldRemoveItSuccessfully"
"","283","deletePersonVoidedTest()","","2026-07-10","passed","2026-07-10","","api.PersonTest","api.PersonTest","deletePersonVoidedTest"
"","6354","searchDropdownShowsCorrectResultsTest()","","2026-07-10","passed","2026-07-10","","ui.SearchPatientTest","ui.SearchPatientTest","searchDropdownShowsCorrectResultsTest"
"","47","negativeCreatePersonTest(String, String, String, int, String, String) [3] first, middle, LastName, 210, U, birthdate","","2026-07-10","passed","2026-07-10","","api.PersonTest","api.PersonTest","negativeCreatePersonTest"
"","419","patientCanBeSoftDeletedTest()","","2026-07-10","passed","2026-07-10","","api.DeletePatientTest","api.DeletePatientTest","patientCanBeSoftDeletedTest"
"","226","deletePersonPurgeTest()","","2026-07-10","passed","2026-07-10","","api.PersonTest","api.PersonTest","deletePersonPurgeTest"
"","199","searchPatient_withoutMatching_WhenDB_isEmptyTest(String) [1] m","","2026-07-10","passed","2026-07-10","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withoutMatching_WhenDB_isEmptyTest"
"","12500","knownPatientCanBeRegisteredWithMandatoryValidDataTest()","","2026-07-10","failed","2026-07-10","","ui.RegisterPatientTest","ui.RegisterPatientTest","knownPatientCanBeRegisteredWithMandatoryValidDataTest"
"","14884","knownPatientCanBeRegisteredWithAllValidDataTest()","","2026-07-10","failed","2026-07-10","","ui.RegisterPatientTest","ui.RegisterPatientTest","knownPatientCanBeRegisteredWithAllValidDataTest"
"","827","userCannotLoginWithoutNameTest()","","2026-07-10","passed","2026-07-10","","ui.LoginTest","ui.LoginTest","userCannotLoginWithoutNameTest"
"","380","patientCannotBeCreatedWithEmptyGivenName()","","2026-07-10","passed","2026-07-10","","api.CreatePatientTest","api.CreatePatientTest","patientCannotBeCreatedWithEmptyGivenName"
"","1551","searchRecentVisitsTest()","","2026-07-10","passed","2026-07-10","","api.VisitTest","api.VisitTest","searchRecentVisitsTest"
"","0","searchPatient_withMatchingTest(String, int)","","2026-07-10","skipped","2026-07-10","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withMatchingTest"
"","0","searchPatient_withoutMatchingTest(String)","","2026-07-10","skipped","2026-07-10","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withoutMatchingTest"
"","5985","startVisitWithoutVisitTypeShouldShowError()","","2026-07-10","passed","2026-07-10","","ui.VisitTest","ui.VisitTest","startVisitWithoutVisitTypeShouldShowError"
"","404","patientCanBeHardDeletedTest()","","2026-07-10","passed","2026-07-10","","api.DeletePatientTest","api.DeletePatientTest","patientCanBeHardDeletedTest"
"","5560","shouldDisplayNoUpcomingAppointmentsMessage()","","2026-07-10","passed","2026-07-10","","ui.VisitTest","ui.VisitTest","shouldDisplayNoUpcomingAppointmentsMessage"
"","9097","userCanNavigateToSearchResultsPageByClickingSearchButtonTest()","","2026-07-10","passed","2026-07-10","","ui.SearchPatientTest","ui.SearchPatientTest","userCanNavigateToSearchResultsPageByClickingSearchButtonTest"
"","2916","searchDropDownShowsDefaultMessagesTest()","","2026-07-10","passed","2026-07-10","","ui.SearchPatientTest","ui.SearchPatientTest","searchDropDownShowsDefaultMessagesTest"
"","495","knownPatientCanBeCreatedWithOnlyMandatoryDataTest()","","2026-07-10","passed","2026-07-10","","api.CreatePatientTest","api.CreatePatientTest","knownPatientCanBeCreatedWithOnlyMandatoryDataTest"
"","165","positiveCreatePersonWithMandatoryFieldsTest()","","2026-07-10","passed","2026-07-10","","api.PersonTest","api.PersonTest","positiveCreatePersonWithMandatoryFieldsTest"
"","7041","userCanNavigateToSearchResultsPageByPressingEnterTest()","","2026-07-10","passed","2026-07-10","","ui.SearchPatientTest","ui.SearchPatientTest","userCanNavigateToSearchResultsPageByPressingEnterTest"
"","0","endVisit()","","2026-07-10","skipped","2026-07-10","","ui.VisitTest","ui.VisitTest","endVisit"
"","6970","startVisitAndDiscardShouldNotCreateActiveVisit()","","2026-07-10","passed","2026-07-10","","ui.VisitTest","ui.VisitTest","startVisitAndDiscardShouldNotCreateActiveVisit"
"","6573","startVisit()","","2026-07-10","passed","2026-07-10","","ui.VisitTest","ui.VisitTest","startVisit"
"","904","knownPatientCanBeCreatedWithValidDataTest()","","2026-07-10","passed","2026-07-10","","api.CreatePatientTest","api.CreatePatientTest","knownPatientCanBeCreatedWithValidDataTest"
"","297","searchPatient_withoutMatching_WhenDB_isEmptyTest(String) [2] abrakadabra","","2026-07-10","passed","2026-07-10","","api.SearchPatientTest","api.SearchPatientTest","searchPatient_withoutMatching_WhenDB_isEmptyTest"
"","1334","updateVisitStartDatetimeTest()","","2026-07-10","passed","2026-07-10","","api.VisitTest","api.VisitTest","updateVisitStartDatetimeTest"
"","906","createVisitTest()","","2026-07-10","passed","2026-07-10","","api.VisitTest","api.VisitTest","createVisitTest"
"","566","patientCanBeCreatedWithEmptyMiddleOrGivenName(PersonName) [1] PersonName(givenName=fe7e45b0, middleName=, familyName=c35487b6, familyName2=null, preferred=null, prefix=null, familyNamePrefix=null, familyNameSuffix=null, degree=null)","","2026-07-10","passed","2026-07-10","","api.CreatePatientTest","api.CreatePatientTest","patientCanBeCreatedWithEmptyMiddleOrGivenName"
"","6449","searchInputCanBeClearedTest()","","2026-07-10","passed","2026-07-10","","ui.SearchPatientTest","ui.SearchPatientTest","searchInputCanBeClearedTest"
"","0","unknownPatientCanBeRegisteredWithValidDataTest()","","2026-07-10","skipped","2026-07-10","","ui.RegisterPatientTest","ui.RegisterPatientTest","unknownPatientCanBeRegisteredWithValidDataTest"
"","5473","adminCanLoginWithClinicMemorisedTest(AdminLogin)","","2026-07-10","passed","2026-07-10","","ui.LoginTest","ui.LoginTest","adminCanLoginWithClinicMemorisedTest"
"","0","patientCanBeUpdatedSuccessfully()","","2026-07-10","skipped","2026-07-10","","api.UpdatePatientTest","api.UpdatePatientTest","patientCanBeUpdatedSuccessfully"
"","8261","startVisitAndClickCancelShouldKeepModalOpen()","","2026-07-10","passed","2026-07-10","","ui.VisitTest","ui.VisitTest","startVisitAndClickCancelShouldKeepModalOpen"
"","48","negativeCreatePersonTest(String, String, String, int, String, String) [2] First, middle, LastName, -2, F, birthdate","","2026-07-10","passed","2026-07-10","","api.PersonTest","api.PersonTest","negativeCreatePersonTest"
